5,50431,LPC Silva,24.1,120.93
5,253798,B Sumanth,27.66,122.66
5,272450,MR Marsh,31.02,122.53
5,340841,ER Dwivedi,34.18,124.22
5,500360,AD Nath,23.45,122.66
5,1079668,SS Agarwal,36,118.68
5,6161,M Klinger,36.18,124.66
5,52983,MN Samuels,31.96,117.93
5,5236,CJ Ferguson,25.2,123.5
5,340854,Harpreet Singh,30.43,114.39
5,7252,TD Paine,23.05,122.62
5,215155,UT Khawaja,31.69,127.03
5,277906,KS Williamson,30.18,123.52
5,1048813,Narayan Jagadeesan,30.85,127.05
5,505773,Apoorv Wankhade,25.88,129.68
5,422342,Siddhesh Lad,29,120.51
5,500135,Prashant Chopra,32.56,113.37
5,853265,Mahipal Lomror,24.23,120.46
5,642531,Ricky Bhui,28.47,118.65
5,277472,DM Bravo,32.4,119.68
5,327123,AR Bawne,30.5,124.17
5,6285,DS Lehmann,29.3,117.95
5,42657,Shoaib Malik,36.93,125.37
5,32240,Niraj Patel,34.17,119.02
5,43652,Younis Khan,30.55,117.3
5,302582,A Mukund,26.96,110.3
5,377437,SS Shaikh,25.31,121.25
5,55988,Mohammad Ashraful,23.21,117.54
5,35282,Sunny Singh,23.03,119.32
5,4292,TR Birt,22.79,129
5,388678,BR Dunk,23.6,128.87
5,554699,VH Zol,27.86,125.14
5,554700,NS Naik,25.54,128.89
6,12856,A Flintoff,22.76,142.88
6,447261,DL Chahar,11.38,142.3
6,317293,MS Gony,14.12,153.79
6,439952,CH Morris,25.44,154.71
6,50438,S Randiv,17.7,138.82
6,232364,TG Southee,11.44,150.22
6,308251,DJ Willey,24.91,142.63
6,228622,JW Hastings,16.86,154.4
6,35263,V Sehwag,26.89,147.83
6,1070168,PP Shaw,27.22,153.12
6,325026,GJ Maxwell,25.16,155.55
6,298438,JJ Roy,27.7,146.1
6,457249,CR Brathwaite,18.05,146.89
6,390481,HV Patel,13.06,145.18
6,423838,R Tewatia,25.25,147.08
6,497121,DJ Hooda,21.23,140.04
6,371814,KK Cooper,12.76,138.92
6,669855,JC Archer,16.5,135.8
6,236694,AP Dole,17,154.54
6,230559,KA Pollard,30.14,150.48
6,49209,ST Jayasuriya,22.71,140.08
6,471342,KH Pandya,27.44,148.12
6,46774,SM Pollock,21.07,141.89
6,230371,BCJ Cutting,21.34,151.18
6,337916,SD Chitnis,28.33,153.15
6,642525,SN Khan,19.69,144.26
6,221140,D Wiese,20.92,145.56
6,26206,B Akhil,17.83,148.61
6,230558,SP Narine,14.35,147.04
6,233514,NLTC Perera,19.84,145.41
6,42639,Shahid Afridi,18.6,155.3
6,38373,JD Ryder,25.62,145.25
6,53115,DJG Sammy,20.89,141.31
6,793463,Rashid Khan,13.22,152.3
6,25913,Mohammad Nabi,21.82,143.12
6,1079860,Tajinder Singh,24,152.6
6,6938,AA Noffke,14.61,139.15
6,278482,D Salunkhe,16.5,137.5
6,7502,L Ronchi,24.37,153.11
6,46569,A Nel,10.33,137.16
6,45434,T Henderson,20.14,142.9
6,236766,R Bishnoi,18.05,142.23
6,27572,RR Bose,3.5,140
6,17991,GR Napier,15.66,148.33
6,6513,DR Martyn,29.16,149.57
6,430401,AUK Pathan,23.42,148.75
6,422106,AA Kazi,0,144.44
6,362541,DAJ Bracewell,27.63,146.64
7,26829,L Balaji,4.9,87.09
7,46592,M Ntini,5,69.76
7,49636,M Muralitharan,3.37,73.63
7,315623,B Laughlin,5.09,89.91
7,317784,S Tyagi,2.5,71.42
7,31820,A Nehra,5.3,67.64
7,542023,L Ngidi,8,80
7,6981,DP Nannes,8.25,83.54
7,51433,S Badree,9.15,81.33
7,591650,AS Rajpoot,4.83,67.44
7,424219,RG More,5,62.5
7,31872,S Nadeem,8.71,88.72
7,30102,Z Khan,8.68,86.42
7,277912,TA Boult,4.5,61.01
7,360911,VR Aaron,10.5,75
7,41411,Mohammad Asif,4.33,86.66
7,34264,AM Salvi,0,69.56
7,550215,K Rabada,9.12,80.21
7,326017,S Kaul,7.33,86.84
7,960361,S Lamichhane,0,75
7,227712,AB Dinda,4.31,68.33
7,587152,PV Tambe,9.5,52.77
7,32965,MM Patel,6.57,88.46
7,26789,A Singh,2.16,54.16
7,8076,SW Tait,5.82,81.09
7,32973,Pankaj Singh,5.54,70.93
7,34274,S Sreesanth,9.12,76.84
7,35586,A Uniyal,18,75
7,32130,PP Ojha,4.16,69.44
7,1081442,M Markande,11,84.61
7,35280,RP Singh,4.32,72.97
7,26490,AG Murtaza,19.83,86.23
7,430246,YS Chahal,5.87,64.38
7,311592,MA Starc,8.26,87.32
7,30176,A Kumble,11.5,77.96
7,45963,CK Langeveldt,10.25,85.41
7,279562,P Parameswaran,7.5,75
7,527299,A Choudhary,8.42,89.39
7,459257,TS Mills,4.25,87.93
7,236779,I Sharma,6.87,74.32
7,268739,BAW Mendis,6.79,84.54
7,1079848,Shivam Mavi,4.33,86.66
7,323131,P Awana,4.4,51.16
7,322535,Karanveer Singh,18,66.66
7,224367,YA Abdulla,8.66,70.27
7,34245,SJ Srivastava,2,85.71
7,379927,BE Hendricks,7,67.74
7,777537,KC Cariappa,7,80.76
7,51782,FH Edwards,6.37,86.44
7,732291,Basil Thampi,16.5,86.84
7,1083128,Ankit Soni,3.5,77.77
7,431876,K Upadhyay,4.75,79.16
7,379504,A Zampa,5.17,85
7,1064812,RD Chahar,5,58.82
7,493773,LH Ferguson,5.75,67.64
7,528067,M Ashwin,9.25,84.09
7,319744,X Thalaivan Sargunam,10,58.82
7,942645,KK Ahmed,0,66.66
7,942367,Mayank Dagar,5.16,79.48
7,574178,Akila Dananjaya,7.3,82.02
7,552152,Dushmantha Chameera,6.57,79.31
7,700167,Navdeep Saini,0,66.66
7,331855,T Kohli,10.07,70.85
7,56283,Abdur Razzak,8,84.38
7,34078,RS Sodhi,5,81.81
7,55698,RW Price,7.25,79.09
7,528985,DJ Muthuswami,3.66,52.38
7,379145,T Shamsi,5.1,54.83
